Date,Country,Infected_Population_Percentages,Vaccinated_Percentage,Deaths_Infected_Percentage
2020-03-01,France,0.000192409444456063,,1.5384615384615385
2020-03-08,France,0.0016650817308697763,,1.6888888888888887
2020-03-15,France,0.00670768924826829,,2.007943512797882
2020-03-22,France,0.024807497680985169,,4.0331722450927749
2020-03-29,France,0.059641007490780884,,6.4721064125471521
2020-04-05,France,0.071376503529951077,,16.7568688439606
2020-04-12,France,0.16102006370203081,,13.232590631664094
2020-04-19,France,0.22490443947939276,,12.960415912605704
2020-04-26,France,0.24018618958715315,,14.068277052008874
2020-05-03,France,0.25241158967336141,,14.599507446933272
2020-05-10,France,0.2640508809903036,,14.788345552790297
2020-05-17,France,0.26893364066153858,,15.47195148126338
2020-05-24,France,0.27271670635407474,,15.397891012107955
2020-05-31,France,0.28265687426920488,,15.083126063620893
2020-06-07,France,0.2861912877565978,,15.079410228430465
2020-06-14,France,0.29137746232101353,,14.939527701443106
2020-06-21,France,0.29673976553073905,,14.785774851613548
2020-06-28,France,0.30068711928738767,,14.659106011606788
2020-07-05,France,0.30590437537744625,,14.464249426655442
2020-07-12,France,0.311410245634189,,14.264122964610603
2020-07-19,France,0.3169989999593128,,14.080811287807338
2020-07-26,France,0.32564558437863833,,13.7242068902827
2020-08-02,France,0.33642643355877649,,13.316087706331608
2020-08-09,France,0.3513810876109616,,12.775053915622051
2020-08-16,France,0.38184986317690406,,11.789033853500468
2020-08-23,France,0.41811756338422224,,10.802908339174083
2020-08-30,France,0.47073266600705749,,9.6259357893644655
2020-09-06,France,0.54014215298560775,,8.4155607862049688
2020-09-13,France,0.62387874321288639,,7.3375102901648557
2020-09-20,France,0.73041585260820852,,6.3420466058763934
2020-09-27,France,0.857292120355186,,5.4799274200092194
2020-10-04,France,0.9773985358026096,,4.88027959998304
2020-10-11,France,1.1505759162489642,,4.2103069549176846
2020-10-18,France,1.3920793704943166,,3.5599459038773138
2020-10-25,France,1.6845698474478761,,3.0442808480653545
2020-11-01,France,2.1617571102801096,,2.5372199305068208
2020-11-08,France,2.7190932672368406,,2.203975211402537
2020-11-15,France,3.0096093272757511,,2.1939884529511859
2020-11-22,France,3.2454589039993946,,2.2257236281050909
2020-11-29,France,3.36349913802789,,2.3062472855060214
2020-12-06,France,3.4746629545260554,,2.353266911736517
2020-12-13,France,3.6004262076404872,,2.3848547295672411
2020-12-20,France,3.7442833488970373,,2.3979789682729487
2020-12-27,France,3.8726752110372686,0.00066751276499757244,2.40263492607042
2021-01-03,France,4.0154000967168271,0.0040761200771692119,2.4019019710834049
2021-01-10,France,4.2046288650487664,0.155129374556376,2.3895866906315275
2021-01-17,France,4.3943860193166353,0.67042850811740662,2.37184889091873
2021-01-24,France,4.6062465785345568,1.676954873665365,2.3516986185871236
2021-01-31,France,4.8191076668636494,2.5386324492814993,2.3402991528854171
2021-02-07,France,5.026408122247962,3.3917729658543836,2.3294675734050245
2021-02-14,France,5.216542695041495,4.5310056053163379,2.3254527285716797
2021-02-21,France,5.423906793549742,5.7395840886329079,2.3038938258843613
2021-02-28,France,5.6474954484435864,6.9934291138667408,2.2690272370277653
2021-03-07,France,5.8671870720508688,8.9344230279412109,2.238226330629161
2021-03-14,France,6.1155047807752654,11.279718027215308,2.1922870740907019
2021-03-21,France,6.4281257258368782,13.154759904020841,2.1282650816291993
2021-03-28,France,6.8176690066467245,15.897806667019813,2.0570491719288357
2021-04-04,France,7.2277068534364428,18.834908715261271,1.9824317179245543
2021-04-11,France,7.5774169390259356,21.994570767905056,1.9319774397538882
2021-04-18,France,7.9192145562303349,25.792764282993385,1.8856537953611567
2021-04-25,France,8.2279547508045336,29.566749729823837,1.8531230280279956
2021-05-02,France,8.4562766780319958,33.686527509940127,1.8374633757014189
2021-05-09,France,8.64114811248333,38.497551019991327,1.8250947574536336
2021-05-16,France,8.7903438757872117,43.771320724032,1.8147270728204299
2021-05-23,France,8.3847610476729777,49.208793863488545,1.9198245538782097
2021-05-30,France,8.4786538964222355,54.276318403944124,1.9126517249860742
2021-06-06,France,8.5466306730759136,60.237217755880991,1.9078817144508751
2021-06-13,France,8.5881777924245775,66.214852289267583,1.9054765345784894
2021-06-20,France,8.613006011122657,72.251862897140683,1.9059638139416115
2021-06-27,France,8.6319465008203817,78.303080722377871,1.9057425185738952
2021-07-04,France,8.6560050817406378,84.398197502404045,1.9037799453351494
2021-07-11,France,8.695240327610529,90.254084219774739,1.8980321960947586
2021-07-18,France,8.77694921830777,96.656564726810927,1.882841378193886
2021-07-25,France,8.9641414066737735,103.74300012590977,1.8460329345642863
2021-08-01,France,9.1917469787388,110.20121572871429,1.8047174588810426
2021-08-08,France,9.4302281246335422,115.46691755674165,1.764539792509193
2021-08-15,France,9.6848272616831057,120.12349548580062,1.7257633971887441
2021-08-22,France,9.9170462201971272,124.72507983548876,1.698038528572567
2021-08-29,France,10.104914801764027,129.18475185938198,1.6789482241175515
2021-09-05,France,10.24398982828952,132.97666838636309,1.6673373041816719
2021-09-12,France,10.346687629231619,135.62669258333079,1.6611302334457023
2021-09-19,France,10.425446735138083,137.9000131297245,1.6567017444233465
2021-09-26,France,10.48721312695378,139.7533793425757,1.6538032662550999
2021-10-03,France,10.538434001140633,141.29770638617751,1.6515655287888817
2021-10-10,France,10.591497565776315,142.76056283077867,1.6479305808526641
2021-10-17,France,10.641079999539993,144.1629760685129,1.6438127141471404
2021-10-24,France,10.69644655721855,145.54624160637849,1.6383758956376486
2021-10-31,France,10.757948016029957,146.91041568713607,1.6320363121716408
2021-11-07,France,10.83343024109007,148.20736782829132,1.6239576169276535
2021-11-14,France,10.937720600203205,149.84900520839045,1.6116668103294878
2020-02-02,Spain,2.1392565753954989e-06,,
2020-02-09,Spain,4.2785131507909977e-06,,
2020-02-15,Spain,4.2785131507909977e-06,,
2020-02-23,Spain,4.2785131507909977e-06,,
2020-03-01,Spain,0.00017969755233322189,,
2020-03-08,Spain,0.0014397196752411708,,2.526002971768202
2020-03-15,Spain,0.016681922774934098,,3.7060784816619647
2020-03-22,Spain,0.061542133160977709,,6.1596218020022251
2020-03-29,Spain,0.17137584425493341,,8.49207339907627
2020-04-05,Spain,0.28162457112451583,,9.6022666848973763
2020-04-12,Spain,0.35689431372980646,,10.315229184024552
2020-04-19,Spain,0.42501466086012535,,10.294754220481794
2020-04-26,Spain,0.444182399775669,,11.16869106215745
2020-05-03,Spain,0.46521557042495754,,11.617448244783093
2020-05-10,Spain,0.47994221268998016,,11.865834633385337
2020-05-17,Spain,0.49352221343059077,,11.947654509358555
2020-05-24,Spain,0.50437680129414753,,12.194832295607622
2020-05-31,Spain,0.51230702541913864,,11.327506796002989
2020-06-07,Spain,0.51673742578678272,,11.234113020078659
2020-06-14,Spain,0.52182457792307324,,11.124594142533862
2020-06-21,Spain,0.52683899533580025,,11.500698414760915
2020-06-28,Spain,0.5321828582611382,,11.393254813683322
2020-07-05,Spain,0.53598003868246524,,11.329302121375402
2020-07-12,Spain,0.54317435854552032,,11.186335208028105
2020-07-19,Spain,0.55675222002955549,,10.920059172734433
2020-07-26,Spain,0.58277841552581722,,10.436787178668311
2020-08-02,Spain,0.61722258564626009,,9.8588669148279848
2020-08-09,Spain,0.67250097555447985,,9.0669355710931985
2020-08-16,Spain,0.73336496438105714,,8.3476997663449168
2020-08-23,Spain,0.825868557957734,,7.4699394385241442
2020-08-30,Spain,0.939745463979187,,6.604125785934448
2020-09-06,Spain,1.0674654993000245,,5.8955207429422289
2020-09-13,Spain,1.2115166193174312,,5.2526283448049353
2020-09-20,Spain,1.369209778516135,,4.7645459658771321
2020-09-27,Spain,1.5327366903959423,,4.3590827949380371
2020-10-04,Spain,1.6898672251153171,,4.0618686165391455
2020-10-11,Spain,1.8421395081519687,,3.8240089558617227
2020-10-18,Spain,2.0035421382524081,,3.6062825659861621
2020-10-25,Spain,2.237944759731644,,3.3219517231095121
2020-11-01,Spain,2.5364694578017843,,3.0259480229876914
